onset	duration	sample	trial_type	response_time	stim_file	value
0.0000000000	n/a	n/a	STATUS	n/a	n/a	boundary
132.0420000000	n/a	n/a	STATUS	n/a	n/a	S111
137.1900000000	n/a	n/a	STATUS	n/a	n/a	S111
141.7260000000	n/a	n/a	STATUS	n/a	n/a	S111
188.3620000000	n/a	n/a	STATUS	n/a	n/a	S111
192.5980000000	n/a	n/a	STATUS	n/a	n/a	S111
196.3340000000	n/a	n/a	STATUS	n/a	n/a	S111
200.0020000000	n/a	n/a	STATUS	n/a	n/a	S111
204.3660000000	n/a	n/a	STATUS	n/a	n/a	S111
208.7060000000	n/a	n/a	STATUS	n/a	n/a	S111
213.1100000000	n/a	n/a	STATUS	n/a	n/a	S111
217.3260000000	n/a	n/a	STATUS	n/a	n/a	S111
221.0340000000	n/a	n/a	STATUS	n/a	n/a	S111
225.1260000000	n/a	n/a	STATUS	n/a	n/a	S111
279.7320000000	n/a	n/a	STATUS	n/a	n/a	S111
284.0960000000	n/a	n/a	STATUS	n/a	n/a	S111
288.8800000000	n/a	n/a	STATUS	n/a	n/a	S111
293.5080000000	n/a	n/a	STATUS	n/a	n/a	S111
298.5720000000	n/a	n/a	STATUS	n/a	n/a	S111
302.6400000000	n/a	n/a	STATUS	n/a	n/a	S111
306.6440000000	n/a	n/a	STATUS	n/a	n/a	S111
311.2040000000	n/a	n/a	STATUS	n/a	n/a	S111
354.6700000000	n/a	n/a	CUE: C - EASY COW	n/a	n/a	S  3
355.5880000000	n/a	n/a	Right Button	n/a	n/a	S 20
356.7060000000	n/a	n/a	FB: WIN COW	n/a	n/a	S103
360.6760000000	n/a	n/a	CUE: A - EASY PUPPY	n/a	n/a	S  1
362.0840000000	n/a	n/a	Left Button	n/a	n/a	S 10
363.1600000000	n/a	n/a	FB: WIN PUPPY	n/a	n/a	S101
367.1800000000	n/a	n/a	CUE: B - HARD PUPPY	n/a	n/a	S  2
368.2720000000	n/a	n/a	Left Button	n/a	n/a	S 10
369.3480000000	n/a	n/a	FB: WIN PUPPY	n/a	n/a	S101
372.9520000000	n/a	n/a	CUE: D - HARD COW	n/a	n/a	S  4
373.8360000000	n/a	n/a	Left Button	n/a	n/a	S 10
374.9200000000	n/a	n/a	FB: WIN COW	n/a	n/a	S103
378.3880000000	n/a	n/a	CUE: D - HARD COW	n/a	n/a	S  4
379.2520000000	n/a	n/a	Left Button	n/a	n/a	S 10
380.3400000000	n/a	n/a	FB: WIN COW	n/a	n/a	S103
384.3260000000	n/a	n/a	CUE: A - EASY PUPPY	n/a	n/a	S  1
385.0800000000	n/a	n/a	Right Button	n/a	n/a	S 20
386.1620000000	n/a	n/a	FB: LOSE PUPPY	n/a	n/a	S102
389.8640000000	n/a	n/a	CUE: C - EASY COW	n/a	n/a	S  3
391.4800000000	n/a	n/a	Right Button	n/a	n/a	S 20
392.5660000000	n/a	n/a	FB: WIN COW	n/a	n/a	S103
396.5520000000	n/a	n/a	CUE: B - HARD PUPPY	n/a	n/a	S  2
397.5360000000	n/a	n/a	Left Button	n/a	n/a	S 10
398.6220000000	n/a	n/a	FB: LOSE PUPPY	n/a	n/a	S102
402.7580000000	n/a	n/a	CUE: D - HARD COW	n/a	n/a	S  4
403.5480000000	n/a	n/a	Left Button	n/a	n/a	S 10
404.6260000000	n/a	n/a	FB: WIN COW	n/a	n/a	S103
408.0940000000	n/a	n/a	CUE: B - HARD PUPPY	n/a	n/a	S  2
408.8600000000	n/a	n/a	Right Button	n/a	n/a	S 20
409.9460000000	n/a	n/a	FB: LOSE PUPPY	n/a	n/a	S102
414.0000000000	n/a	n/a	CUE: D - HARD COW	n/a	n/a	S  4
415.0200000000	n/a	n/a	Left Button	n/a	n/a	S 10
416.1020000000	n/a	n/a	FB: LOSE COW	n/a	n/a	S104
419.7380000000	n/a	n/a	CUE: A - EASY PUPPY	n/a	n/a	S  1
421.6600000000	n/a	n/a	Right Button	n/a	n/a	S 20
422.7400000000	n/a	n/a	FB: LOSE PUPPY	n/a	n/a	S102
426.8920000000	n/a	n/a	CUE: C - EASY COW	n/a	n/a	S  3
429.9000000000	n/a	n/a	Left Button	n/a	n/a	S 10
430.9800000000	n/a	n/a	FB: LOSE COW	n/a	n/a	S104
